Geneid    	WD_NOnub_Rep1  	WD_NOnub_Rep2  	WD_NOnub_Rep3  	WD_SUMOnub_Rep1	WD_SUMOnub_Rep2	WD_SUMOnub_Rep3
FBgn0050354	2              	2              	8              	2              	1              	3              
FBgn0011906	0              	0              	0              	0              	0              	0              
FBgn0001285	0              	1              	1              	218            	0              	0              
FBgn0033321	28             	10             	28             	28             	29             	11             
FBgn0033323	0              	1              	0              	1              	1              	1              
FBgn0043576	0              	0              	1              	1              	0              	0              
FBgn0033327	2              	0              	0              	1              	0              	1              
FBgn0043575	6              	4              	25             	1              	2              	1              
FBgn0005695	588            	687            	718            	584            	806            	775            
FBgn0027585	6135           	7112           	6434           	6890           	6717           	6363           
FBgn0033330	0              	2              	0              	5              	3              	3              
FBgn0050356	7              	2              	4              	2              	6              	5              
FBgn0040777	3962           	3977           	4546           	3647           	4750           	4429           
FBgn0050357	35             	31             	34             	35             	36             	45             
FBgn0033326	0              	0              	0              	2              	1              	1              
FBgn0033324	0              	0              	1              	1              	0              	1              
FBgn0033322	0              	1              	0              	0              	1              	1              
FBgn0033320	171            	9              	208            	32             	15             	34             
FBgn0050355	1              	1              	0              	2              	0              	0              
FBgn0033317	2912           	2839           	2564           	2755           	1996           	2032           
FBgn0033315	251            	273            	228            	224            	220            	206            
FBgn0033312	1              	0              	1              	1              	2              	4              
FBgn0033309	1195           	1351           	1376           	1253           	1331           	1175           
FBgn0033308	6              	4              	4              	20             	16             	11             
FBgn0033302	2              	2              	2              	8              	1              	3              
FBgn0033301	0              	0              	0              	0              	0              	1              
FBgn0033283	0              	10             	2              	5              	4              	5              
FBgn0033287	6              	19             	10             	11             	17             	11             
FBgn0028836	1896           	2012           	1897           	1881           	1851           	2007           
FBgn0002534	13             	6              	0              	527            	14             	5              
FBgn0002535	461            	1819           	738            	3207           	199            	201            
FBgn0014469	1214           	1146           	1702           	492            	507            	583            
FBgn0015034	23             	30             	24             	18             	17             	31             
FBgn0002569	0              	0              	0              	0              	0              	0              
FBgn0033294	0              	0              	0              	1              	0              	0              
FBgn0050359	722            	121            	922            	385            	220            	258            
FBgn0050360	210            	19             	176            	33             	6              	12             
FBgn0033297	2              	1              	3              	2              	0              	0              
FBgn0050361	1              	1              	0              	0              	0              	5              
FBgn0033296	1              	0              	0              	0              	0              	0              
FBgn0002571	0              	0              	0              	5              	0              	1              
FBgn0002570	0              	0              	0              	1              	1              	0              
FBgn0033292	7              	9              	63             	12             	3              	7              
FBgn0002533	381            	1046           	701            	2115           	361            	252            
FBgn0011812	0              	0              	0              	0              	0              	0              
FBgn0002531	1491           	5560           	3695           	6362           	1197           	1253           
FBgn0033289	26             	47             	87             	212            	61             	58             
FBgn0033286	2              	4              	1              	21             	9              	7              
FBgn0050362	2              	0              	0              	3              	0              	0              
FBgn0050363	0              	0              	0              	0              	0              	0              
FBgn0050366	0              	0              	0              	0              	0              	0              
FBgn0050364	0              	0              	0              	0              	0              	0              
FBgn0050365	0              	0              	0              	0              	0              	0              
FBgn0028563	1537           	1549           	1556           	1456           	1513           	1292           
FBgn0028562	7              	8              	10             	14             	34             	23             
FBgn0028561	3              	0              	2              	6              	21             	17             
FBgn0033257	4              	8              	19             	25             	38             	33             
FBgn0033259	1410           	1402           	1415           	1246           	1308           	1256           
FBgn0033261	311            	384            	334            	386            	464            	452            
FBgn0033264	3012           	3224           	2780           	2829           	2241           	2449           
FBgn0033266	505            	475            	491            	563            	646            	688            
FBgn0005648	5680           	5972           	5219           	5955           	5827           	6351           
FBgn0050297	0              	0              	0              	0              	0              	0              
FBgn0021995	2382           	2691           	2292           	2414           	2316           	2302           
FBgn0033273	590            	543            	577            	545            	703            	724            
FBgn0011659	690            	772            	745            	835            	688            	632            
FBgn0053087	11559          	10629          	11823          	7613           	8057           	7197           
FBgn0013726	7335           	8039           	7291           	7671           	6727           	6788           
FBgn0033277	8              	9              	6              	5              	5              	8              
FBgn0050369	0              	1              	0              	0              	1              	0              
FBgn0033278	0              	0              	0              	0              	0              	2              
FBgn0050371	0              	0              	36             	1              	1              	2              
FBgn0050375	0              	0              	2              	0              	0              	0              
FBgn0050376	0              	6              	2              	4              	4              	1              
FBgn0033280	0              	0              	1              	0              	0              	0              
FBgn0033279	2              	1              	1              	0              	5              	4              
FBgn0010109	813            	947            	908            	964            	703            	779            
FBgn0033275	0              	0              	0              	1              	0              	0              
FBgn0033274	14             	30             	28             	15             	18             	21             
FBgn0050373	172            	181            	184            	254            	251            	228            
FBgn0033272	1013           	1004           	1087           	1025           	920            	897            
FBgn0033271	34             	28             	22             	45             	40             	43             
FBgn0050374	0              	0              	0              	0              	0              	0              
FBgn0010504	783            	832            	762            	614            	556            	586            
FBgn0033268	4              	3              	18             	112            	90             	119            
FBgn0033260	3132           	3183           	3094           	3247           	2888           	3147           
FBgn0033258	251            	266            	267            	257            	300            	308            
FBgn0025469	453            	450            	423            	416            	391            	392            
FBgn0021814	763            	741            	675            	760            	831            	682            
FBgn0040778	449            	465            	505            	383            	516            	533            
FBgn0033252	61             	76             	47             	83             	129            	145            
FBgn0033221	30             	10             	97             	87             	54             	86             
FBgn0033222	4              	1              	40             	6              	3              	24             
FBgn0002891	1317           	1727           	1533           	1909           	2147           	2060           
FBgn0003317	2306           	2211           	2200           	2082           	2088           	2090           
FBgn0033226	571            	603            	643            	978            	1025           	1032           
FBgn0003082	449            	550            	431            	1315           	1493           	1348           
FBgn0033229	611            	723            	694            	760            	867            	768            
FBgn0040780	184            	228            	193            	237            	351            	312            
FBgn0050377	110            	142            	139            	216            	342            	293            
FBgn0015509	7343           	7206           	7077           	7193           	7223           	7192           
FBgn0033234	0              	1              	6              	1              	3              	2              
FBgn0026722	1523           	1593           	1573           	1570           	1651           	1564           
FBgn0050379	1              	0              	0              	2              	0              	0              
FBgn0033238	0              	0              	0              	0              	1              	1              
FBgn0050378	0              	1              	1              	2              	4              	0              
FBgn0033240	316            	351            	334            	309            	404            	370            
FBgn0027548	5661           	5427           	5183           	5602           	3981           	3820           
FBgn0027054	1801           	1885           	1861           	1694           	1629           	1574           
FBgn0033247	1095           	1221           	1035           	1120           	970            	932            
FBgn0013307	87             	4              	120            	25             	8              	6              
FBgn0013308	20             	7              	16             	20             	2              	11             
FBgn0033249	1              	0              	1              	1              	6              	2              
FBgn0027788	0              	0              	0              	1              	0              	1              
FBgn0033248	0              	0              	0              	0              	0              	0              
FBgn0033246	3136           	3344           	3228           	3550           	2717           	2864           
FBgn0033244	1149           	1381           	1398           	1255           	1313           	1295           
FBgn0033243	1              	4              	1              	2              	9              	1              
FBgn0026361	982            	1086           	877            	788            	633            	629            
FBgn0033241	2763           	2948           	2771           	2862           	2841           	2582           
FBgn0033236	740            	704            	730            	752            	737            	714            
FBgn0050380	11             	7              	2              	4              	3              	3              
FBgn0033235	1528           	1585           	1482           	1655           	1393           	1402           
FBgn0023171	600            	670            	629            	659            	736            	758            
FBgn0050381	198            	201            	203            	254            	213            	209            
FBgn0033233	660            	644            	623            	612            	606            	590            
FBgn0026393	240            	220            	259            	238            	274            	293            
FBgn0033232	662            	679            	694            	829            	841            	933            
FBgn0050382	155            	146            	149            	253            	180            	199            
FBgn0029093	6099           	4795           	8360           	5859           	5866           	4984           
FBgn0033225	1450           	1615           	1554           	1640           	1516           	1478           
FBgn0033224	3971           	3504           	3232           	3453           	2820           	2706           
FBgn0033187	1535           	1530           	1493           	1338           	1369           	1397           
FBgn0033190	3              	2              	2              	1              	4              	1              
FBgn0033192	11             	9              	29             	36             	6              	11             
FBgn0033194	6528           	7723           	7276           	7953           	6574           	6745           
FBgn0050491	282            	300            	287            	266            	269            	255            
FBgn0050495	78             	75             	103            	123            	126            	124            
FBgn0033203	3              	1              	0              	4              	6              	4              
FBgn0033204	13             	11             	8              	140            	261            	249            
FBgn0033205	242            	255            	299            	633            	740            	846            
FBgn0033209	791            	915            	678            	661            	505            	492            
FBgn0050493	180            	172            	142            	203            	204            	179            
FBgn0050496	651            	714            	595            	708            	626            	623            
FBgn0033214	6              	1              	9              	7              	9              	6              
FBgn0033215	4              	1              	5              	3              	4              	2              
FBgn0033216	0              	0              	0              	0              	0              	0              
FBgn0015614	1877           	1814           	1811           	1561           	1707           	1595           
FBgn0000337	0              	0              	1              	2              	3              	0              
FBgn0042135	1641           	1570           	1688           	1431           	1803           	1700           
FBgn0003733	10             	16             	14             	39             	39             	30             
FBgn0033212	5331           	4990           	5446           	4714           	5416           	4779           
FBgn0033210	820            	818            	763            	892            	701            	678            
FBgn0033208	394            	346            	353            	336            	234            	245            
FBgn0033207	0              	1              	0              	13             	36             	21             
FBgn0033206	600            	539            	556            	629            	572            	609            
FBgn0033202	0              	2              	0              	9              	12             	15             
FBgn0033199	484            	547            	455            	482            	518            	471            
FBgn0028687	5988           	5830           	5490           	6050           	4949           	5213           
FBgn0033196	0              	0              	1              	11             	9              	11             
FBgn0004133	4113           	4482           	4327           	3973           	4767           	4130           
FBgn0004132	1392           	1313           	1226           	1082           	1030           	1037           
FBgn0050499	1619           	1812           	1567           	1703           	1697           	1470           
FBgn0033191	1259           	1256           	1210           	1133           	943            	950            
FBgn0033188	2455           	2367           	2906           	4360           	6723           	6133           
FBgn0033186	312            	337            	343            	274            	316            	311            
FBgn0003174	4004           	5274           	4841           	6733           	6797           	6410           
FBgn0033158	176            	272            	161            	187            	247            	392            
FBgn0033160	4656           	4839           	4571           	4713           	3829           	4015           
FBgn0033164	0              	1              	0              	0              	0              	0              
FBgn0033165	0              	0              	0              	1              	0              	0              
FBgn0003460	489            	450            	461            	476            	675            	546            
FBgn0033169	1043           	1069           	913            	905            	927            	881            
FBgn0033174	383            	473            	459            	480            	729            	725            
FBgn0033178	985            	1081           	1055           	977            	1121           	995            
FBgn0033185	707            	727            	675            	577            	706            	620            
FBgn0025185	645            	652            	653            	693            	732            	715            
FBgn0033184	668            	694            	650            	742            	717            	727            
FBgn0015929	4575           	5225           	4433           	5363           	3699           	3728           
FBgn0033183	4113           	4543           	4356           	4477           	4184           	4011           
FBgn0010548	3352           	3722           	4341           	3567           	4409           	3808           
FBgn0033179	2513           	2476           	2292           	2341           	1913           	1748           
FBgn0033177	768            	755            	741            	949            	1132           	1057           
FBgn0050502	1              	0              	0              	0              	0              	0              
FBgn0040513	0              	0              	0              	0              	0              	0              
FBgn0050503	0              	0              	0              	0              	0              	0              
FBgn0033168	1              	0              	0              	0              	1              	1              
FBgn0033167	0              	0              	0              	0              	0              	0              
FBgn0033166	2080           	2038           	2114           	1913           	1888           	1976           
FBgn0041243	2              	3              	4              	23             	23             	17             
FBgn0000352	3531           	3692           	3364           	3428           	3384           	3324           
FBgn0033159	2223           	2468           	2635           	3572           	3999           	3760           
FBgn0033127	904            	978            	1016           	1125           	1092           	1052           
FBgn0033128	1              	1              	16             	9              	15             	8              
FBgn0033129	0              	1              	3              	4              	2              	1              
FBgn0033130	145            	114            	127            	6              	8              	7              
FBgn0033131	49             	50             	58             	40             	46             	41             
FBgn0033132	118            	76             	202            	86             	59             	57             
FBgn0033133	276            	40             	702            	106            	21             	71             
FBgn0033134	94             	80             	137            	215            	241            	216            
FBgn0016032	21             	18             	45             	33             	36             	32             
FBgn0033135	0              	0              	0              	0              	1              	2              
FBgn0033136	1              	2              	0              	3              	2              	1              
FBgn0033139	4              	0              	27             	6              	2              	0              
FBgn0033140	0              	0              	0              	1              	1              	0              
FBgn0024294	12493          	6566           	7172           	2401           	3903           	2742           
FBgn0003090	3155           	2773           	2998           	1868           	2340           	1903           
FBgn0033149	3              	6              	5              	5              	3              	2              
FBgn0053140	4              	9              	3              	2              	5              	4              
FBgn0050385	4              	4              	3              	0              	3              	1              
FBgn0050384	3              	2              	3              	1              	4              	0              
FBgn0033153	605            	361            	408            	933            	1260           	1232           
FBgn0026602	1129           	1272           	1538           	1121           	1296           	1292           
FBgn0026389	0              	0              	0              	0              	0              	0              
FBgn0002930	117            	52             	432            	107            	157            	166            
FBgn0044011	1              	0              	9              	1              	2              	0              
FBgn0015039	86             	17             	580            	153            	6              	96             
FBgn0015038	0              	2              	37             	5              	0              	5              
FBgn0033141	1              	2              	3              	2              	4              	3              
FBgn0050299	0              	0              	0              	0              	0              	0              
FBgn0050298	0              	0              	0              	0              	0              	0              
FBgn0033138	0              	1              	15             	0              	3              	1              
FBgn0027558	1293           	1355           	1362           	1291           	1287           	1172           
FBgn0033137	203            	79             	496            	193            	156            	205            
FBgn0016126	3731           	3777           	4342           	3510           	4221           	3951           
FBgn0040324	3541           	3544           	3368           	3111           	3101           	3100           
FBgn0039911	41             	46             	40             	107            	182            	149            
FBgn0024728	3565           	3751           	3781           	3320           	3669           	3839           
FBgn0039920	3842           	3995           	4187           	3630           	4206           	3975           
FBgn0026199	2172           	2213           	2309           	1658           	1878           	2105           
FBgn0039916	19             	19             	18             	86             	82             	103            
FBgn0028996	23             	27             	29             	33             	34             	40             
FBgn0039909	3861           	4080           	3700           	3735           	3858           	3823           
FBgn0026869	6041           	6563           	6407           	6712           	6750           	6900           
FBgn0039908	1798           	1998           	2071           	1931           	2292           	2219           
FBgn0026262	4553           	4748           	4470           	4318           	4513           	4832           
FBgn0039907	5764           	5752           	5556           	5333           	5218           	5149           
FBgn0024811	2519           	2571           	2454           	2185           	2422           	2618           
FBgn0039896	34             	33             	45             	48             	47             	46             
FBgn0039897	146            	174            	214            	239            	270            	257            
FBgn0026777	3599           	3404           	3211           	3050           	3077           	3290           
FBgn0052850	375            	342            	343            	335            	413            	436            
FBgn0039904	8100           	8268           	7786           	8111           	7146           	7529           
FBgn0039902	3032           	2982           	3003           	2629           	3069           	2983           
FBgn0042696	0              	3              	3              	7              	10             	9              
FBgn0053481	3              	0              	7              	0              	3              	1              
FBgn0051999	413            	457            	635            	607            	698            	733            
FBgn0051998	5635           	5429           	5446           	4987           	5035           	5132           
FBgn0039890	3988           	4135           	3825           	4175           	4379           	4550           
FBgn0039889	1139           	1086           	1085           	999            	1066           	1203           
FBgn0051997	1651           	1668           	1846           	1372           	2182           	2053           
FBgn0052006	1              	0              	1              	0              	4              	1              
FBgn0011747	10746          	11116          	10661          	10504          	10316          	10846          
FBgn0017545	49606          	51129          	47981          	46451          	42719          	46859          
FBgn0004859	13103          	14234          	13379          	12431          	12619          	13786          
FBgn0025740	3944           	4045           	3914           	4163           	3605           	3934           
FBgn0052009	20             	28             	27             	18             	22             	25             
FBgn0052010	27             	30             	19             	19             	23             	21             
FBgn0052011	64             	58             	62             	44             	43             	58             
FBgn0019985	10             	10             	5              	9              	9              	3              
FBgn0019650	5              	0              	0              	13             	7              	50             
FBgn0010217	27533          	27405          	25086          	25961          	20821          	22328          
FBgn0013749	1644           	1487           	1427           	1385           	1244           	1424           
FBgn0002521	2467           	2507           	2425           	2285           	2540           	2917           
FBgn0052017	52             	56             	56             	53             	35             	44             
FBgn0039928	5949           	5732           	5094           	4976           	5266           	5880           
FBgn0024913	3              	0              	0              	4              	6              	8              
FBgn0011642	2451           	2686           	2455           	2121           	2498           	2666           
FBgn0039929	2056           	2160           	1950           	1855           	1669           	1705           
FBgn0039930	311            	390            	314            	326            	384            	368            
FBgn0039932	7              	14             	7              	11             	8              	19             
FBgn0052016	4070           	3895           	3836           	3701           	3809           	4224           
FBgn0023213	16828          	16941          	14707          	17184          	13361          	14601          
FBgn0039936	8775           	8937           	8726           	8646           	8391           	8631           
FBgn0039937	2              	1              	0              	2              	4              	2              
FBgn0039938	880            	846            	849            	597            	894            	833            
FBgn0039923	5128           	4967           	5051           	4184           	4369           	4889           
FBgn0031208	2              	2              	0              	1              	2              	7              
FBgn0024698	2412           	2481           	2220           	2250           	1678           	1869           
FBgn0030538	0              	1              	0              	1              	1              	1              
FBgn0010473	5300           	5044           	4948           	4001           	4139           	3870           
FBgn0003386	5              	3              	3              	14             	25             	32             
FBgn0051481	0              	0              	0              	0              	0              	0              
FBgn0004577	116            	227            	154            	203            	79             	118            
FBgn0010453	358            	262            	222            	254            	609            	496            
FBgn0010549	542            	671            	532            	281            	187            	216            
FBgn0012018	0              	0              	0              	0              	1              	0              
FBgn0012016	0              	0              	0              	0              	0              	0              
FBgn0012017	0              	0              	0              	0              	0              	0              
FBgn0052525	0              	0              	0              	0              	0              	0              
FBgn0052520	0              	0              	0              	0              	0              	0              
FBgn0011910	0              	0              	0              	0              	0              	0              
FBgn0011909	0              	0              	0              	0              	0              	0              
FBgn0014342	459            	555            	454            	441            	372            	355            
FBgn0032721	4318           	4286           	3893           	3784           	3255           	3686           
FBgn0032720	310            	278            	263            	246            	200            	227            
FBgn0036290	2395           	2459           	1922           	3342           	3637           	3770           
FBgn0036362	0              	0              	0              	1              	0              	0              
FBgn0002565	34672          	3517           	78916          	25958          	1639           	13756          
FBgn0036255	129            	126            	120            	123            	105            	108            
FBgn0017424	31             	4              	54             	15             	1              	4              
FBgn0025885	2906           	2786           	3247           	1626           	1148           	1050           
FBgn0014018	1872           	1766           	2151           	1735           	1927           	1942           
FBgn0038282	1              	0              	0              	2              	1              	7              
FBgn0040796	125            	78             	94             	45             	128            	95             
FBgn0016047	3              	1              	2              	4              	2              	7              
FBgn0030151	6921           	7349           	7008           	7490           	7039           	7603           
FBgn0032851	0              	1              	0              	0              	1              	1              
FBgn0039817	27             	0              	10             	1              	0              	4              
FBgn0003141	808            	843            	770            	782            	689            	785            
FBgn0036039	946            	1128           	992            	942            	1089           	1016           
FBgn0038535	11969          	9489           	8822           	7613           	7054           	7554           
FBgn0053503	4              	0              	8              	2              	1              	1              
FBgn0050489	53             	2              	108            	25             	2              	18             
FBgn0000109	253            	230            	206            	198            	135            	173            
FBgn0039757	51325          	51994          	51921          	53197          	54053          	52296          
FBgn0042173	17             	11             	18             	27             	32             	19             
FBgn0003892	5053           	4869           	4733           	4476           	4412           	4166           
FBgn0005278	12823          	14239          	13001          	12203          	11888          	12859          
FBgn0052000	9179           	9495           	9595           	9051           	8656           	9427           
FBgn0021760	4121           	4177           	4077           	4111           	3557           	3337           
FBgn0036640	920            	995            	884            	982            	1214           	1178           
FBgn0067783	197            	151            	197            	173            	207            	191            
FBgn0035981	1719           	1753           	1592           	1643           	1526           	1449           
FBgn0001098	12255          	13858          	12088          	12195          	10345          	10375          
FBgn0002174	933            	1019           	904            	1011           	717            	777            
FBgn0017418	1650           	1605           	1613           	1706           	1614           	1677           
FBgn0002921	22450          	23058          	23044          	21224          	21615          	20307          
FBgn0000083	7071           	7944           	7547           	7495           	7081           	7203           
FBgn0011672	1408           	1300           	1534           	1269           	1195           	1237           
FBgn0036414	1              	2              	0              	2              	1              	1              
FBgn0053489	0              	0              	0              	0              	1              	1              
FBgn0053490	0              	0              	1              	1              	1              	1              
FBgn0036544	19             	5              	5              	55             	135            	124            
FBgn0034274	1              	0              	0              	1              	0              	2              
FBgn0034275	6              	8              	99             	7              	26             	36             
FBgn0022740	0              	0              	0              	0              	0              	0              
FBgn0027572	924            	1032           	1032           	904            	1121           	1095           
FBgn0026309	2120           	2289           	2186           	2152           	2335           	2326           
FBgn0028744	2576           	2822           	2454           	2806           	2543           	2693           
FBgn0028743	8              	6              	7              	26             	21             	25             
FBgn0026316	1372           	1393           	1393           	1292           	1254           	1193           
FBgn0028740	15             	20             	24             	62             	109            	93             
FBgn0034279	0              	0              	4              	5              	5              	4              
FBgn0034278	0              	1              	0              	1              	2              	0              
FBgn0034277	9588           	8726           	8057           	8227           	8474           	8364           
FBgn0034276	99             	20             	223            	92             	8              	56             
FBgn0035917	41             	61             	172            	159            	53             	64             
FBgn0036101	1279           	1188           	1223           	1139           	1455           	1501           
FBgn0032388	3335           	3567           	3371           	4010           	3772           	3966           
FBgn0030887	1              	3              	2              	4              	1              	9              
FBgn0030892	1084           	1253           	1304           	1153           	1335           	1259           
FBgn0020429	0              	0              	2              	1              	1              	1              
FBgn0036790	0              	0              	2              	0              	0              	1              
FBgn0036689	212            	250            	246            	263            	220            	240            
FBgn0010424	75             	64             	247            	175            	70             	98             
FBgn0036911	344            	353            	343            	353            	379            	364            
FBgn0036900	604            	599            	636            	551            	604            	631            
FBgn0015721	5              	7              	9              	6              	10             	9              
FBgn0053493	110            	21             	194            	55             	12             	22             
FBgn0053494	51             	15             	95             	141            	204            	263            
FBgn0011862	0              	0              	0              	0              	0              	0              
FBgn0000281	0              	0              	0              	0              	0              	0              
FBgn0040227	10120          	9962           	9254           	9624           	8083           	7863           
FBgn0025790	3296           	3451           	3438           	3122           	3056           	2916           
FBgn0032699	251            	262            	268            	304            	325            	328            
FBgn0036302	1322           	1563           	1468           	1842           	2109           	1968           
FBgn0034289	2              	2              	170            	162            	0              	1              
FBgn0016034	92             	112            	73             	153            	131            	120            
FBgn0031883	5547           	5737           	5833           	5144           	5204           	5111           
FBgn0031835	8              	1              	0              	7              	2              	3              
FBgn0031115	853            	825            	814            	979            	1044           	969            
FBgn0039313	0              	0              	1123           	2              	1              	27             
FBgn0000286	865            	883            	966            	870            	951            	986            
FBgn0028425	2422           	2374           	2093           	2165           	2114           	2161           
FBgn0003380	3              	5              	7              	5              	6              	7              
FBgn0037153	5158           	4996           	4617           	4904           	4610           	4706           
FBgn0038448	1              	0              	1              	2              	0              	5              
FBgn0036681	0              	0              	0              	0              	0              	0              
FBgn0061197	4              	10             	5              	28             	17             	12             
FBgn0027780	688            	708            	724            	558            	645            	607            
FBgn0028560	2              	3              	1              	1              	1              	2              
FBgn0003464	3212           	3536           	3742           	3891           	4946           	4462           
FBgn0023023	1093           	1065           	862            	715            	994            	843            
FBgn0037222	22             	22             	58             	20             	18             	31             
FBgn0037836	5              	2              	1              	10             	8              	16             
FBgn0037986	0              	0              	1              	2              	0              	0              
FBgn0029588	22             	33             	29             	27             	51             	44             
FBgn0038440	0              	0              	0              	0              	0              	2              
FBgn0020371	0              	1              	0              	2              	2              	0              
FBgn0030657	406            	390            	429            	351            	406            	380            
FBgn0043070	1326           	1460           	1395           	1373           	1630           	1583           
FBgn0029941	8443           	8234           	8204           	7902           	7071           	6826           
FBgn0036574	1533           	1615           	1497           	1490           	1300           	1307           
FBgn0003118	1101           	1127           	1286           	1503           	1701           	1632           
FBgn0004595	17             	7              	19             	57             	31             	89             
FBgn0016038	1057           	1066           	1023           	1086           	1124           	1034           
FBgn0033566	611            	635            	550            	626            	498            	510            
FBgn0036646	588            	638            	625            	756            	941            	803            
FBgn0033285	2              	5              	1              	3              	4              	2              
FBgn0003189	7270           	8459           	8041           	8187           	7248           	6909           
FBgn0032202	514            	506            	724            	643            	976            	953            
FBgn0002773	554            	947            	813            	1545           	798            	772            
FBgn0037455	0              	0              	0              	0              	2              	0              
FBgn0031450	1197           	1151           	1270           	1286           	1456           	1370           
FBgn0050011	32             	31             	44             	28             	38             	25             
FBgn0050159	1572           	1834           	1770           	2229           	1896           	1952           
FBgn0061435	0              	0              	0              	1              	2              	0              
FBgn0050423	1587           	1627           	1574           	1383           	1490           	1315           
FBgn0038194	243            	19             	332            	15             	9              	48             
FBgn0051665	0              	1              	0              	19             	9              	11             
FBgn0051720	47             	41             	34             	54             	55             	69             
FBgn0005666	44             	77             	187            	171            	105            	163            
FBgn0052206	0              	0              	0              	3              	1              	3              
FBgn0052442	200            	214            	171            	160            	222            	195            
FBgn0052495	45             	28             	38             	52             	50             	50             
FBgn0052568	0              	0              	1              	0              	0              	1              
