GENEID	log2BaseMean	log2Ratio	Stderr_log2Ratio	pvalue	padjust
FBgn0011676	7.3076470364153	4.76829123508322	0.38074255804954	5.54177969703632e-36	1.21180249375194e-33
FBgn0085520	3.2310927028241	4.7844164412782	1.30337030220928	0.000241789050208972	0.00229895953314719
FBgn0085789	3.84846465617683	4.81234994969656	1.02811953998758	2.85855243159818e-06	4.44494315882288e-05
FBgn0085386	4.84535568692809	4.81279644745639	0.829422256828343	6.52987211573077e-09	1.72204868660076e-07
FBgn0267623	2.3655601538575	4.81460860597013	1.64652248762999	0.00345445525346514	0.0214671180227177
FBgn0032895	2.38759973579818	4.83518520000092	1.70049211620402	0.00446345262982289	0.0264083420533377
FBgn0032835	4.32142805270313	4.86725629697187	1.05724075368744	4.14980377706659e-06	6.27612974698717e-05
FBgn0033196	2.42235235815047	4.87213108234486	1.52846531411045	0.00143460449590405	0.0105951060733675
FBgn0036977	2.42708926517605	4.87641222478727	1.54680291016061	0.00161837227095982	0.0116585005875047
FBgn0034411	5.94150707754674	4.90941589046241	0.684442416981132	7.344204858662e-13	3.28020315729857e-11
FBgn0267764	2.4720595227379	4.92283583619409	1.64646044204964	0.00279022318896001	0.0182014807901332
FBgn0039979	2.51378295693335	4.96682369318045	1.58169327190577	0.00168835998232795	0.0120387407435558
FBgn0052971	3.42769738802138	4.98310794588611	1.30508655102438	0.000134417874941169	0.00139826562475967
FBgn0259219	8.02686278723342	4.99445265271187	0.502940291313895	3.06688650664727e-23	3.53736711799668e-21
FBgn0038959	2.55670346498566	5.01079728806291	1.53703878078018	0.00111399215779854	0.00856628778058993
FBgn0084049	4.05521707511267	5.02552327704436	1.02030512302738	8.41405269266699e-07	1.45732503403024e-05
FBgn0030989	2.59384510818565	5.0485851554256	1.49436301028186	0.000729037698948484	0.00601098168748098
FBgn0287186	3.49846579763167	5.05101109001641	1.33176166290613	0.000149000732309894	0.00153475140954332
FBgn0267585	5.67571094559958	5.06018303935695	0.779527731524966	8.50737012102671e-11	2.91808355523844e-09
FBgn0085213	4.83612990514242	5.06924753415111	0.87121633995518	5.93473863580523e-09	1.58099027211705e-07
FBgn0262534	3.51900365899249	5.07228906576721	1.37991255084859	0.000237100843878036	0.00227062997932835
FBgn0037419	4.84697612708553	5.08025456614695	0.908015306264482	2.20749346742664e-08	5.14885587424668e-07
FBgn0030459	3.53103085266428	5.09378277179973	1.27479117724359	6.44820895188611e-05	0.000744558868635826
FBgn0004622	3.54090751245486	5.09473833601702	1.33323679462197	0.000132733664864301	0.00138348812950914
FBgn0035481	3.53251575747159	5.09482991100936	1.2565883729105	5.02429583883197e-05	0.000595875809315032
FBgn0031337	3.53336418284156	5.09716111919247	1.34487329266563	0.000150606099757131	0.00154220646151302
FBgn0005660	8.74971582337884	5.09738592416779	0.401770510268644	6.95355544385641e-37	1.62187817641593e-34
FBgn0085276	7.20836443976307	5.11809044342729	0.782857268004343	6.24696841225898e-11	2.17113180314802e-09
FBgn0026395	1.67340029719786	5.13014125627701	1.89992803046179	0.0069302672968092	0.0377282601386459
FBgn0050401	1.67978100950812	5.13599620214314	1.95379950761227	0.00857063350369215	0.0447547869685062
FBgn0010197	2.71748028061986	5.17564471368202	1.59803805717762	0.00120055029594221	0.00912452998277297
FBgn0053013	1.73993124051534	5.19737315907115	1.86028493454806	0.00520832385679419	0.0299568597331246
FBgn0051665	2.73719440023351	5.19752638814986	1.51777755347244	0.000616085458771275	0.00521473853706272
FBgn0051664	2.74732277070041	5.20597439286153	1.49514075466665	0.000497815119044254	0.00432438015709113
